DateTime,Username,Comment
2022-09-28 14:18:26,นายวิทยา อุดมศรี,รอรถนานจนไม่อยากได้ละมั้งคับ5555
2022-09-28 14:18:42,ZADEOAT,ค่ายรถในไทยก็มีนะขายก่อนของมาค่อยแจ้งลูกค้ามาติดของเสริม
2022-09-28 14:18:46,Pen Aek,อารมณ์แบบ Up Firmware ครับผม :grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat:
2022-09-28 14:18:51,K_ataphon.y,รอนาน เดี๋ยวกัดฟันไปเล่น xc40 ดีกว่า55
2022-09-28 14:19:01,BYW T,รถ EV นี่ไปลองครั้งนึงแล้วถอนตัวไม่ได้จริงๆครับ ด้วยความที่เป็น Postpaid ไม่เหมือน Prepaid แบบน้ำมัน
2022-09-28 14:19:10,นายวิทยา อุดมศรี,neta v.
2022-09-28 14:19:45,Candyman,Tesla Model X ในไทยมียังครับ ส่วนใหญ่เห็นแต่ Model 3 กับ Y
2022-09-28 14:20:01,FARO,แท็กซี่ไฟฟ้าจะมีไหม
2022-09-28 14:20:14,Darkmaster cc,EV ลุยน้ำรอระบายพอได้ไหมครับ หรือไม่ควรเลย
2022-09-28 14:20:43,Rapipong Tantisewee,แบตรถev เหมือนแบตมือถือมั้ย แบบอย่าปล่อยให้แบตต่ำกว่า20 อย่าชาร์จเต็ม100บ่อยๆ
2022-09-28 14:20:51,IMGIMG,110
2022-09-28 14:21:09,K_ataphon.y,124 ในโหมด sport ด้วย กินแบตอีก555
2022-09-28 14:21:11,nutt kladpan,124 km/hr ครับ
2022-09-28 14:21:19,Chanatip Loonseub,XC40 น่าเล่นมั้ยครับ
2022-09-28 14:21:33,Pen Aek,Neta V. วิ่งได้ 110 มอไซต์วิ่งแซงเฉย :grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat:
2022-09-28 14:21:38,บริษัท เสริมสิน 1973 จํากัด,เหมือนใช้กล้องดิจิตอลแล้ว คงไม่กลับไปใช้กล้องฟิล์ม:yougotthis:ยกเว้นโปรเฟสชั่นแนลบางกลุ่ม ฟิล์มยังอาจจำเป็น
2022-09-28 14:22:15,นายวิทยา อุดมศรี,i3 ยางรถเส้นบางเฉียบ
2022-09-28 14:22:45,Mr. Sunii,เหมือนผมเลยครับ ไม่ชอบ suv
2022-09-28 14:22:58,K_ataphon.y,งั้นไปจอง xc40 ละ
2022-09-28 14:23:04,ZADEOAT,XC40 ที่สุดของรถไฟฟ้าในไทย
2022-09-28 14:23:19,Candyman,เป็นรถที่อยู่ในเครือจีนแบรนด์เดียวเลยมั้งครับ Volvo ที่คนไทยไม่ร้องหยี๋
2022-09-28 14:23:52,FARO,ยังไม่เจ็ดที่นั่ง
2022-09-28 14:24:06,BulletDelivery,จบที่ XC40 ครับไลฟ์นี้
2022-09-28 14:24:10,note8825,XC40 ถ้างบถึงและรอรถได้ แนะนำมากครับ
2022-09-28 14:24:19,Mr. Sunii,เรื่องใหญ่นะครับ apple carplay
2022-09-28 14:24:23,นายวิทยา อุดมศรี,ในสภาพตอนนี้ที่เริ่มมีรถ ev. เพิ่มขึ้น จะมีวิธีที่สามารถรีไซเคิลเเบตเตอร์รี่ได้ไหม
2022-09-28 14:24:41,Darkmaster cc,รอ Neta S
2022-09-28 14:24:42,BadzBadz,xc40 นั่งหลังแคบครับ แถมยังมีโพรงกลางที่เป็นเพลากลางของรถน้ำมันอยู่ 
2022-09-28 14:25:12,Earth Chitramaikul,Tesla ต้องใส่ sim ครับถึงจะใช้งานได้เต็มระบบ ต้องคิดว่ามันคือ I Pad ที่มีฟังชั่นขับรถ
2022-09-28 14:25:13,Kharwtom,good cat ใช้apple carplayเปิดgoogle mapยังค้างอยู่เลย
2022-09-28 14:25:14,นายวิทยา อุดมศรี,xc40 ราคาหนักหน่วงอยุ่นา
2022-09-28 14:25:19,BeeR PP,BMW iX vs Tesla X/Y เฉพาะการขับขี่ แนะนำรุ่นไหนดีฮะ
2022-09-28 14:25:22,Sukrit,IX3 อีกคันครับ
2022-09-28 14:25:55,Pen Aek,พออายุเรามากขึ้น รถที่ขับก็จะเป็นรถยกสูงขึ้นเรื่อยๆครับ เดี๋ยวก็รู้ :grinning_face_with_sweat::grinning_face_with_sweat:
2022-09-28 14:25:58,นายวิทยา อุดมศรี,Volvo จะชอบเเนวรถเเวน มากกว่า xc60 หรือเปล่าจำรุ่นไม่ได้
2022-09-28 14:26:15,Ronnachai Verasumrit,IX3 ใช้ไอโฟนปลดได้นา
2022-09-28 14:26:17,FARO,รอxc90จะมีไหม
2022-09-28 14:26:21,BadzBadz,ix3 น่าโดนกว่าครับ option ล้นๆ
2022-09-28 14:26:46,Kharwtom,ต้องถามพี่อู๋ spin9 55555
2022-09-28 14:26:56,Thanapon Rojasawasatien,BYD
2022-09-28 14:27:02,note8825,พี่นพต้องไป Benz EQS และ 555
2022-09-28 14:27:08,BadzBadz,พี่อู๋บอก tycan
2022-09-28 14:27:28,นายวิทยา อุดมศรี,ix1 ใหม่ล่าสุดสามารถปลดล็อกประตูได้ด้วยสมาร์ทโฟนด้วยนะ
2022-09-28 14:28:10,ZADEOAT,ขอบคุณครับผม
2022-09-28 14:28:32,นายวิทยา อุดมศรี,benz eqs ราคาหกล้านกว่าจุกๆ
2022-09-28 14:28:48,Candyman,พี่อู๋บอก BMW iX เลยยย
2022-09-28 14:29:08,K_ataphon.y,EQS ซื้อที่นี่ไม่ออกจากรถไป 7 วัน
2022-09-28 14:29:31,บริษัท เสริมสิน 1973 จํากัด,จอดใส่เกียร์ว่างให้เข็นได้มั้ยครับ ในห้างหาที่จอดยากครับ
2022-09-28 14:30:09,Kharwtom,ใช้จนหมดประกันแล้วขายทิ้งก้ได้
2022-09-28 14:30:35,FARO,ขับเล่นๆได้อยู่แหละ
2022-09-28 14:30:54,Kharwtom,good catได้
2022-09-28 14:32:56,ZADEOAT,ชอบเท้าหนัก = Taycan ชอบไปไกลโตตรๆ(ตังเหลือชื้อ) = EQS ชอบคุ้มค่ารอบด้าน = XC40
2022-09-28 14:33:02,Kharwtom,ต้นเหตุก็มาจากที่ชาจมันไม่เพียงพอแหละ
2022-09-28 14:33:09,Rapipong Tantisewee,รอที่ชาร์จไฟฟ้าไร้สายสำหรับรถev ฝันรอไปก่อน
2022-09-28 14:33:57,BadzBadz,ในห้างติดหัวชาร์จ ac ก็ได้ ลงทุนไม่น่าจะเยอะมาก จะได้มีหลายๆหัว แบบชั้นนี้ EV เท่านั้น
2022-09-28 14:33:57,K_ataphon.y,ถ้า apple มี ev จะให้พอร์ตชาร์จ ligthing มารึป่าวครับ555
2022-09-28 14:34:33,Pen Aek,ทำไมรถมือสองถึงมี Vat ครับ
2022-09-28 14:34:55,Candyman,เหมือน Tesla มือ2ในสหรัฐครับ
2022-09-28 14:35:51,ร้าน ป.อะไหล่ บุณฑริก,พี่ คับ BMW XM PHEV เปิดตัว คับ:virtualhug::virtualhug::virtualhug::virtualhug::virtualhug::goodvibes::goodvibes:
2022-09-28 14:36:40,Atiphong Sornnara,เหมือนลงทุนอะครับ ถ้าเงินเย็นมันก็รอได้ ได้กำไรก็ขายได้ ไม่ได้กำไรก็ถือต่อ
2022-09-28 14:37:00,BadzBadz,m3 ย้ายมา i4 มั้ยครับ
2022-09-28 14:37:19,Kittipong Apichatmaetee,เจาะลึกรถไฟฟ้าต้องดูช่อง Teslabjorn Thai
2022-09-28 14:37:49,Pen Aek,เทสล่า เคยขนของเยอะสุดกี่กิโลครับ
2022-09-28 14:38:02,ร้าน ป.อะไหล่ บุณฑริก,พี่ คับ BMW XM PHEV เปิดตัว คับ:virtualhug::virtualhug:
2022-09-28 14:38:04,ร้าน ป.อะไหล่ บุณฑริก,พี่ คับ BMW XM PHEV เปิดตัว คับ:virtualhug::virtualhug:
2022-09-28 14:38:07,ร้าน ป.อะไหล่ บุณฑริก,พี่ คับ BMW XM PHEV เปิดตัว คับ:virtualhug::virtualhug:
2022-09-28 14:38:11,ร้าน ป.อะไหล่ บุณฑริก,พี่ คับ BMW XM PHEV เปิดตัว คับ:virtualhug::virtualhug:
2022-09-28 14:38:17,ร้าน ป.อะไหล่ บุณฑริก,พี่ คับ BMW XM PHEV เปิดตัว คับ:virtualhug::virtualhug:
2022-09-28 14:38:33,Darkmaster cc,ถ้าระยะวิ่งได้ 1000+ จะไม่ลังเลเลย
2022-09-28 14:38:34,ร้าน ป.อะไหล่ บุณฑริก,พี่ คับ BMW XM PHEV เปิดตัว คับ:virtualhug::virtualhug:
2022-09-28 14:38:50,ร้าน ป.อะไหล่ บุณฑริก,พี่ คับ BMW XM PHEV เปิดตัว คับ:virtualhug::virtualhug:..........
2022-09-28 14:39:08,Kit Suphakit,Extreme IT No.1 ครับ:red_heart::red_heart::red_heart:
2022-09-28 14:39:22,ร้าน ป.อะไหล่ บุณฑริก,พี่ คับ BMW XM PHEV เปิดตัว คับ:virtualhug::virtualhug:
2022-09-28 14:39:28,ร้าน ป.อะไหล่ บุณฑริก,พี่ คับ BMW XM PHEV เปิดตัว คับ:virtualhug::virtualhug:
2022-09-28 14:39:31,ร้าน ป.อะไหล่ บุณฑริก,พี่ คับ BMW XM PHEV เปิดตัว คับ:virtualhug::virtualhug:
2022-09-28 14:39:32,Pen Aek,วิ่งได้ระยะทาง 1000 โล ++ และราคาไม่เกินล้านบาทเมื่อไหร่ เจอกันแน่นอน :grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat:
2022-09-28 14:40:12,ร้าน ป.อะไหล่ บุณฑริก,พี่ คับ BMW XM PHEV เปิดตัว คับ:virtualhug::virtualhug:
