Comment Number (ID),Nickname,User @,User URL,Comment Text,Time,Likes,Profile Picture URL,Is 2nd Level Comment,User Replied To,Number of Replies
171,fg9,_xmjo,https://www.tiktok.com/@_xmjo,ค่าไฟเเพงขึ้นคนไม่มีรถไฟฟ้าก็ล่มจมไง พลังงานไม่พอใช้ถ้าเราเสียเดือนละ1000 เราก็จะเสีย3-4พัน สำหรับคนไม่มีรถไฟฟ้านะ,16-11-2022,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/f3a8b225e132884bc198ba22289aa9a7~c5_100x100.jpg?x-expires=1672894800&x-signature=Ob7pwS%2Bb09Oe6NmeNL9VtYo8iBE%3D,Yes,boatkiss,0
172,Kriangsak Tridech,kreanking,https://www.tiktok.com/@kreanking,ตราบใดที่มีปั๊มน้ำมันอยู่ มันก็จะยังขายได้ครับ เพราะปั๊มน้ำมันก็ยังมีอยู่ทุกที่ แต่สถานีชาร์จตามตจว.ยังน้อย,2d ago ,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1671571932770305.jpg?x-expires=1672894800&x-signature=REUItgoR4Pk7QZI5r6tOEHKnK7g%3D,Yes,boatkiss,0
173,boatkiss,kiss.naung,https://www.tiktok.com/@kiss.naung,พวกนั้นมันส่วนน้อยครับ แล้วก็ไม่ใช่รถทุกรุ่นที่คนจะสะสม อีกอย่างเรากำลังคุยกันถึงมุมมองของการลงทุน ตามในคลิปครับ,16-11-2022,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1600718011237377.jpg?x-expires=1672887600&x-signature=rcMBuQt7aecMdZfxeoTL7nPiH8A%3D,Yes,boatkiss,0
174,Kriangsak Tridech,kreanking,https://www.tiktok.com/@kreanking,ไหนจะเรื่องความไวการชาร์จอีก ถ้ามันชาร์จเต็มภายใน5นาทีไม่ได้ รถยนต์สันดาปก็จะยังขายออกอยู่ดีนั่นแหละ,2d ago ,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1671571932770305.jpg?x-expires=1672894800&x-signature=REUItgoR4Pk7QZI5r6tOEHKnK7g%3D,Yes,boatkiss,0
175,Roblox playing,gearmaeja,https://www.tiktok.com/@gearmaeja,"ค่าน้ำมันต่อเดือนทุกวันนี้ ผ่อนรถได้แล้ว ผมเติมอาทิตย์ละ 1,500 เพื่อนชาร์จอาทิตย์ละ 150 😖",16-11-2022,155,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/222e2bddbe9e66870016cdc4416f7778~c5_100x100.jpg?x-expires=1672887600&x-signature=rYPVTrenO5qmZ%2FRbJYb%2FrFqT%2F4I%3D,No,---,55
176,fg9,_xmjo,https://www.tiktok.com/@_xmjo,ถ้าซื้อevไปเดี๋ยวก็ไม่รอดเพราะพลังงานไม่พอในอนาคต ในใจผมรอโตโยต้า อย่างเดี่ยว,16-11-2022,17,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/f3a8b225e132884bc198ba22289aa9a7~c5_100x100.jpg?x-expires=1672894800&x-signature=Ob7pwS%2Bb09Oe6NmeNL9VtYo8iBE%3D,Yes,Roblox playing,0
177,ชัชว์ ไชยเลิศ,user6jo8ziy3r2,https://www.tiktok.com/@user6jo8ziy3r2,ไฟฟ้า เรามีสำรองเกินพอ,17-11-2022,16,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1657109720116225.jpg?x-expires=1672894800&x-signature=nVKXHMQjH4fU9cb3ziZCvXLYgx4%3D,Yes,Roblox playing,0
178,fg9,_xmjo,https://www.tiktok.com/@_xmjo,โตโยต้า กำลังคิดรถที่เติม ไฮโดรเจนอยู่คับ น่าจะเป็นทางออกเพราะไม่ต้องเเย่งทรัพยากรกัน อีกไม่นานหรอก กว่ารถevจะเสถียนก็มีรถไฮโดรเจนเเล้ว,17-11-2022,17,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/f3a8b225e132884bc198ba22289aa9a7~c5_100x100.jpg?x-expires=1672894800&x-signature=Ob7pwS%2Bb09Oe6NmeNL9VtYo8iBE%3D,Yes,Roblox playing,0
179,fg9,_xmjo,https://www.tiktok.com/@_xmjo,ขนาดเกินพอตอนนี้ค่าไฟคนใช้ปกติยังเเพงเลย ลองคิดถ้ารถevวิ่งกันทั่วประเทศไทย ค่าไฟของคนธรรมดาที่ไม่มีรถก็จะขึ้น4-5เท่าหรือมากกว่า,17-11-2022,4,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/f3a8b225e132884bc198ba22289aa9a7~c5_100x100.jpg?x-expires=1672894800&x-signature=Ob7pwS%2Bb09Oe6NmeNL9VtYo8iBE%3D,Yes,Roblox playing,0
180,Soon2158,soontornjaikoy,https://www.tiktok.com/@soontornjaikoy,ปีที่แล้วไฟ 3.5 ต่อหน่วย ปีนี้ 4.4 บาทต่อหน่วย คิดว่าขึ้นไปเรื่อยแน่นอน,17-11-2022,7,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-aiso/011e26e33cc98182f0c3220b9d6d7486~c5_100x100.jpg?x-expires=1672894800&x-signature=GIm7RVASH%2FUD2P5sPEq9tBPSntM%3D,Yes,Roblox playing,0
181,Utian Sripech,utiansripech,https://www.tiktok.com/@utiansripech,ีรถไฮโดรเจนมีให้เห็นแล้วครับไปหาดูในยูทูบ แต่ไฮโดรเจนเป็ยอะไรที่แพงเมื่อเทียบกับน้ำมัน,17-11-2022,4,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/4f4afeeea75025959c28543d44df35e5.jpg?x-expires=1672894800&x-signature=qiaVeCmtQDa7HHMBTvswIwY6Nu4%3D,Yes,Roblox playing,0
182,fg9,_xmjo,https://www.tiktok.com/@_xmjo,ตอนนี้ก็น่าจะเเพง เพราะคนหันไปevกันหมดเลยไม่มีการเเข่งขั้นในไฮโดรเจน รออีกหน่อย,17-11-2022,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/f3a8b225e132884bc198ba22289aa9a7~c5_100x100.jpg?x-expires=1672894800&x-signature=Ob7pwS%2Bb09Oe6NmeNL9VtYo8iBE%3D,Yes,Roblox playing,0
183,Thelove❤,thelove366,https://www.tiktok.com/@thelove366,ห่ะ ค่าไฟขึ้นเอาๆทุกเดือน,17-11-2022,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1657068952647681.jpg?x-expires=1672894800&x-signature=Ac%2Bway%2F7sUArMhsOBo0daQvq8zY%3D,Yes,Roblox playing,0
184,กฤษดา ชูเกิด,ookenoo,https://www.tiktok.com/@ookenoo,ตอนนี้ต้องมาเสียค่าสำรองไฟฟ้าเกินที่ไม่ได้ใช้ ประเทศไทย,17-11-2022,1,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1663051219274753.jpg?x-expires=1672894800&x-signature=K7gEUa%2BKLJ5naZrxicx1Qqn4oek%3D,Yes,Roblox playing,0
185,DOODD,thanisorn18,https://www.tiktok.com/@thanisorn18,สำรองเกินพอ แน่ใจแล้วหรือยังครับ,17-11-2022,1,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/d5482c4568a80eae22b06852dd3ee623.jpg?x-expires=1672894800&x-signature=BO3YpTmVOy2C3l5xAUUGe2e8qcQ%3D,Yes,Roblox playing,0
186,fg9,_xmjo,https://www.tiktok.com/@_xmjo,ตอนนี้มันเเพงเพราะไม่มีการเเข่งขัน เเต่อนาคตมันคือรถทางออก,18-11-2022,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/f3a8b225e132884bc198ba22289aa9a7~c5_100x100.jpg?x-expires=1672894800&x-signature=Ob7pwS%2Bb09Oe6NmeNL9VtYo8iBE%3D,Yes,Roblox playing,0
187,sakiya hon,za_sky,https://www.tiktok.com/@za_sky,มันแพงที่ ที่เก็บไฮโดรเจนเหลว ต้องเก็บอุณหภูมิติดลบ,13-12-2022,1,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1663422486540289.jpg?x-expires=1672894800&x-signature=ONrlQ6sSLi4VRoKvDleO6MMQ%2Fsw%3D,Yes,Roblox playing,0
188,fg9,_xmjo,https://www.tiktok.com/@_xmjo,ถ้าเกิดการเเข่งขันกันยังไงราคาก็น่าจะลง ตอนนี้เห็นเเต่โตโยทำถ้าค่ายอื่นหันมาสนใจต้องเกิดการเเข่งขันเเน่,13-12-2022,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/f3a8b225e132884bc198ba22289aa9a7~c5_100x100.jpg?x-expires=1672894800&x-signature=Ob7pwS%2Bb09Oe6NmeNL9VtYo8iBE%3D,Yes,Roblox playing,0
189,Baby oil❤️‍🔥🫣,piyapornmeme,https://www.tiktok.com/@piyapornmeme,3 วัน 1200.- คะ ต้องเปลี่ยน,17-11-2022,1,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/fcf982a3bfc14bb304aa59cff38283a6~c5_100x100.jpg?x-expires=1672894800&x-signature=YECTs%2BnHfRClx2Rd54OoFT0ronc%3D,Yes,Roblox playing,0
190,Roblox playing,gearmaeja,https://www.tiktok.com/@gearmaeja,จริงครับ ขับเยอะๆยิ่งชัดเลย 🤟,17-11-2022,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/222e2bddbe9e66870016cdc4416f7778~c5_100x100.jpg?x-expires=1672887600&x-signature=rYPVTrenO5qmZ%2FRbJYb%2FrFqT%2F4I%3D,Yes,Roblox playing,0
191,icare750,icare750,https://www.tiktok.com/@icare750,เจอแบตลูกละแสนสิ่งที่ประหยัดมาหายหมดเลย,23-11-2022,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/7ea735580a955de1d4043b03d4b6623f~c5_100x100.jpg?x-expires=1672894800&x-signature=DR4RLGAIghLxOwbskTwBHqDDf5I%3D,Yes,Roblox playing,0
192,Roblox playing,gearmaeja,https://www.tiktok.com/@gearmaeja,ก็ต้องรอดูกันต่อไปครับ ถ้าพัฒนาแบตให้ maintenance ง่ายขึ้นคงดี และถ้าเทรนด์ไปทางนั้น คงเป็นไปได้ครับ,23-11-2022,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/222e2bddbe9e66870016cdc4416f7778~c5_100x100.jpg?x-expires=1672887600&x-signature=rYPVTrenO5qmZ%2FRbJYb%2FrFqT%2F4I%3D,Yes,Roblox playing,0
193,สุเมธ แซ่ลิ้ม,tt102500,https://www.tiktok.com/@tt102500,เงินที่ประหยัดต้องเก็บไว้เผื่อเปลี่ยนแบตด้วย ราคาเอาเรื่องอยู่,22-11-2022,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1667513301812226.jpg?x-expires=1672887600&x-signature=SZ5%2BNglowQ8jKNcMFl5xdNdaN8o%3D,Yes,Roblox playing,0
194,Roblox playing,gearmaeja,https://www.tiktok.com/@gearmaeja,ตอนนี้ผมว่าความคุ้มยังสูสีครับถ้ามองจากทุกมุม แต่อนาคตเรื่องแบต เค้าต้องพัฒนาให้ราคาถูกลง มี mobility มากขึ้น บำรุงรักษาง่ายขึ้น ดีกว่าระบบสันดาบแน่ๆ,22-11-2022,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/222e2bddbe9e66870016cdc4416f7778~c5_100x100.jpg?x-expires=1672887600&x-signature=rYPVTrenO5qmZ%2FRbJYb%2FrFqT%2F4I%3D,Yes,Roblox playing,0
195,Roblox playing,gearmaeja,https://www.tiktok.com/@gearmaeja,ทุกวันนี้ ค่าบำรุงรักษาอะไหล่ เครื่องยนต์สันดาบ(เผาไหม้เชื้อเพลิง) ก็จุกจิกกว่าเยอะเลยครับ ความรู้สึกเหมือน ฮาร์ดดิสก์จานหมุน กับ SSD ของคอมพิวเตอร์🙏,22-11-2022,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/222e2bddbe9e66870016cdc4416f7778~c5_100x100.jpg?x-expires=1672887600&x-signature=rYPVTrenO5qmZ%2FRbJYb%2FrFqT%2F4I%3D,Yes,Roblox playing,0
196,Good morning,good9119,https://www.tiktok.com/@good9119,ชาร์จที่ไหนคับ150,18-11-2022,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/365793aa7975b308f94896c364f9da74~c5_100x100.jpg?x-expires=1672894800&x-signature=vN0IGhGu5heWn9HbANQiDaUFNEU%3D,Yes,Roblox playing,0
197,Roblox playing,gearmaeja,https://www.tiktok.com/@gearmaeja,บ้านครับ ราคาคิดตามไฟบ้าน ถ้าสถานีก็คนละราคา,18-11-2022,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/222e2bddbe9e66870016cdc4416f7778~c5_100x100.jpg?x-expires=1672887600&x-signature=rYPVTrenO5qmZ%2FRbJYb%2FrFqT%2F4I%3D,Yes,Roblox playing,0
198,TSupang,tsupang,https://www.tiktok.com/@tsupang,รถEV100% HavalH6 1.699ลบ.ค่าตัวบวกไปแล้ว5แสน,17-11-2022,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/ba394f36e507b3d54ce64983f8ead441~c5_100x100.jpg?x-expires=1672894800&x-signature=0usqCX4lhQ2gQ9rLov0XzyWq5mE%3D,Yes,Roblox playing,0
199,Artit Palawat,minpalawat,https://www.tiktok.com/@minpalawat,อันนี้ไม่ใช่และ EV ตก 0.9-1 บาท ต่อโล ชาร์ต 150 จะวิ่งแค่ 150 โลหรอ??? เติม 1500 วิ่งได้แน่ๆ 5-6 ร้อยโลนะ แล้วแต่รุ่นเลย ยิ่งถ้า อีโก้โค 20 กว่าโลลิตร,16-11-2022,5,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-aiso/fb8d1ab2dcd8c8098896d68b1936b52b~c5_100x100.jpg?x-expires=1672894800&x-signature=%2Fw%2FdWL9IU%2BW%2BVcvn7fKbK0xK1Vw%3D,Yes,Roblox playing,0
200,Roblox playing,gearmaeja,https://www.tiktok.com/@gearmaeja,แคมรี่ผมตอนนี้เฉลี่ย 9 โล/ลิตร ถือว่ารถเก่าและใหญ่ด้วย ตกโลละ 4-5 บาท ส่วนค่าไฟบ้านที่เพื่อนผมใช้ เค้าเฉลี่ยให้ดูถูกกว่าน้ำมันเกือบ 10 เท่า,17-11-2022,1,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/222e2bddbe9e66870016cdc4416f7778~c5_100x100.jpg?x-expires=1672887600&x-signature=rYPVTrenO5qmZ%2FRbJYb%2FrFqT%2F4I%3D,Yes,Roblox playing,0
201,fg9,_xmjo,https://www.tiktok.com/@_xmjo,สำหรับผมรอก่อนยังไม่ซื้อevหรอก โตโยต้าก็คิดเเล้วว่าสู้ค่าไฟไม่ใหวอนาคตระบบล่มเเน่ เขาเลยจะผลิตรถที่ใช้ไฮโดรเจน ซึ่งมันน่าจะเป็นทางออกในอนาคต,16-11-2022,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/f3a8b225e132884bc198ba22289aa9a7~c5_100x100.jpg?x-expires=1672894800&x-signature=Ob7pwS%2Bb09Oe6NmeNL9VtYo8iBE%3D,Yes,Roblox playing,0
202,Roblox playing,gearmaeja,https://www.tiktok.com/@gearmaeja,สำหรับคนรอได้ก็น่ารอครับ สำหรับตอนนี้ใครต้องการเปลี่ยนรถ เค้ามอง EV แน่นอน ณ ตอนนี้นะครับย้ำๆ มันถูกกว่าน้ำมันมากจริงๆ,17-11-2022,1,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/222e2bddbe9e66870016cdc4416f7778~c5_100x100.jpg?x-expires=1672887600&x-signature=rYPVTrenO5qmZ%2FRbJYb%2FrFqT%2F4I%3D,Yes,Roblox playing,0
203,Sueksa Ketpiam CK,sueksaketpiamck,https://www.tiktok.com/@sueksaketpiamck,ไม่ลองรถใช้ก๊าสธรรมชาติบ่างหรอครับ เต็มถังแบบหมดถังเลยผมเติม200วิ่งได้220กิโลเมตร,17-11-2022,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/b5e44be0b6947fa5ca856ceabf201f65~c5_100x100.jpg?x-expires=1672894800&x-signature=Dr7yxJQjtvi%2BoGdZq%2F9FQdL4kco%3D,Yes,Roblox playing,0
204,Roblox playing,gearmaeja,https://www.tiktok.com/@gearmaeja,ถ้าเทรนด์ไปในทางนั้นอย่างไฮโดรเจน มีการซ่อมบำรุงรองรับดีระบบเรียบง่ายกว่าสันดาบก็น่าใช้ครับ หลายๆปัจจัยครับ แต่ EV ดีกว่าน้ำมันแน่นอน,17-11-2022,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/222e2bddbe9e66870016cdc4416f7778~c5_100x100.jpg?x-expires=1672887600&x-signature=rYPVTrenO5qmZ%2FRbJYb%2FrFqT%2F4I%3D,Yes,Roblox playing,0
205,fg9,_xmjo,https://www.tiktok.com/@_xmjo,เเต่ถ้าคนหัดมาใช้ไฟฟ้ากันหมด ค่าไฟเราจะเเพงมาก คนไม่มีรถอยู่ๆค่าไฟก็ขึ้นเพราะพลังงานไม่พอ,16-11-2022,1,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/f3a8b225e132884bc198ba22289aa9a7~c5_100x100.jpg?x-expires=1672894800&x-signature=Ob7pwS%2Bb09Oe6NmeNL9VtYo8iBE%3D,Yes,Roblox playing,0
206,RZlll World,rzlllworld,https://www.tiktok.com/@rzlllworld,เติมน้ำมัน 1500 ขับได้ 600 โล แล้วถ้าชาร์จไฟแค่ 150 บาท น่าจะขับได้แค่ 150 โล รถไฟฟ้าไม่ได้ประหยัดอะไรขนาดนั้นครับ ช่วงนี้ยิ่งไฟแพง ชาร์จตามปั้มยิ่งแพ,16-11-2022,1,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/236cd00af8730cbf11dca0110211add8~c5_100x100.jpg?x-expires=1672894800&x-signature=UEBHSk7JKV6FLCyD%2BjbT%2Be92uwk%3D,Yes,Roblox playing,0
207,Natto,nat.intar,https://www.tiktok.com/@nat.intar,เว่อร์,14-12-2022,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/216cef7f807c154bc376023384dc6faa.jpg?x-expires=1672894800&x-signature=KSntumUx1rIEVD8O8oivrawZuWg%3D,Yes,Roblox playing,0
208,patit413,patit413,https://www.tiktok.com/@patit413,โลกนี้ถึงได้มีรถไฮบริชไง,17-11-2022,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/140185ab0eb610ef3c0ee5fae82fa790~c5_100x100.jpg?x-expires=1672894800&x-signature=KhIEm4m1iLI6R9QkbDWvXfoty7U%3D,Yes,Roblox playing,0
209,Octo Augusta,23octoboy,https://www.tiktok.com/@23octoboy,ประหยัดมาทั้งปี เอาเงินไปจ่ายเบี้ยประกันรถ EV ที่มหาโหด ยังไม่รวมแบตอีก,18-11-2022,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/53d77309d6de2a4e520795a973184d53~c5_100x100.jpg?x-expires=1672894800&x-signature=yAXArG1xCGM%2B%2F%2BoL4KgzGc86B%2F8%3D,Yes,Roblox playing,0
210,Moho Topmoho Top,mohotopmohotop,https://www.tiktok.com/@mohotopmohotop,รถของเล่นหรือครับ,16-11-2022,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1688149868067842.jpg?x-expires=1672894800&x-signature=wmRtSeLMfWry4kNJY2GxqyHLy2w%3D,Yes,Roblox playing,0
211,Waroon Pimrot,blackpalm_ie19,https://www.tiktok.com/@blackpalm_ie19,"ขับระยะทางเท่ากันไหมครับ
น้ำมัน1500 ถ้าวิ่งได้ 750 กม. ตก 2 บาท/กม. ถ้าไฟฟ้าวิ่ง 750 กม. ค่าชาจ 150 ประมาณ 0.25 บาท/กม. EV รุ่นไหนครับกินไฟน้อยจัง",27-11-2022,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/e7b0706a03d2edf1310469840f788b0b.jpg?x-expires=1672894800&x-signature=oV8MjcsWlYTiibud3nTBQz8h84g%3D,Yes,Roblox playing,0
212,สายฟ้าhadas,jathadas24,https://www.tiktok.com/@jathadas24,"รถน้ำมันคันล่ะ 7-8แสน
ev คันล่ะ เกือบ2ล้าน ส่วนต่างเติมน้ำมันยันได้เป็น10ปี",18-11-2022,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/2d3fefe786f920a7f258be42d60d8a48~c5_100x100.jpg?x-expires=1672894800&x-signature=4kfDv5V%2FPbj706USU6FwPGp%2BqHE%3D,Yes,Roblox playing,0
213,Pattanachot Nacrup,pat.howard7,https://www.tiktok.com/@pat.howard7,อนาคตนี่อีกนานป่ะครับ ไฟฟ้าหาง่ายกว่าน้ำมันอีกครับ อีกอย่างevไทยอีกนานกว่าจะแมส,17-11-2022,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/54a54fcf048ae03706c7eee7e16f35eb~c5_100x100.jpg?x-expires=1672894800&x-signature=LpWTdWAhAx43NyFPD%2BvAFuOV%2Bio%3D,Yes,Roblox playing,0
214,newsudzaa,newsudzaa,https://www.tiktok.com/@newsudzaa,พลังงานล้นหลามคับ โรงไฟฟ้าไม่ได้เดินเครื่องเป็นสิบโรง,17-11-2022,1,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/f31104019071f856a5ede1698e39970c~c5_100x100.jpg?x-expires=1672894800&x-signature=rrWTBc%2FRc6TuUKzyHrf1JqT8pTk%3D,Yes,Roblox playing,0
215,fg9,_xmjo,https://www.tiktok.com/@_xmjo,10โรง เฉลี่ยกันคน70กว่าล้านคนหรอ ถ้าอนาคตเปลี่ยนเป็นevกันหมดยังไงก็ไม่พอ ค่าไฟต่อเดือนก็ไม่ใช่ถูกๆ คนที่ไม่ได้ใช่รถจะพลอยโดนไปด้วยเรื่องค่าไฟเเพง,17-11-2022,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/f3a8b225e132884bc198ba22289aa9a7~c5_100x100.jpg?x-expires=1672894800&x-signature=Ob7pwS%2Bb09Oe6NmeNL9VtYo8iBE%3D,Yes,Roblox playing,0
216,fg9,_xmjo,https://www.tiktok.com/@_xmjo,รถไฟฟ้าอาจจะทำให้ค่าไฟขึ้น4-5เท่า ถามว่าคนไม่มีรถไฟฟ้าจะรับได้หรอ อยู่ๆก็ต้องเสียเงินเพิ่ม,17-11-2022,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/f3a8b225e132884bc198ba22289aa9a7~c5_100x100.jpg?x-expires=1672894800&x-signature=Ob7pwS%2Bb09Oe6NmeNL9VtYo8iBE%3D,Yes,Roblox playing,0
217,Ted,teddy4775,https://www.tiktok.com/@teddy4775,นู๋ ไฟฟ้าซื้อสดจากโรงไฟฟ้าหงสาจ๊ะ เค้าไม่จ่ายคือจบ,17-11-2022,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/7053643616635322394.jpg?x-expires=1672894800&x-signature=1jvJs3PMrGUDS30bonqi8ci6NIw%3D,Yes,Roblox playing,0
218,Canthira,canthira,https://www.tiktok.com/@canthira,มีข่าวว่าจะเพิ่มเป็น 5@6 แล้วว😅,17-11-2022,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/9a8e815ad980990603a842b8739925d5~c5_100x100.jpg?x-expires=1672894800&x-signature=6cWxmmsFks0%2BvewAGo6J89b8XuU%3D,Yes,Roblox playing,0
219,สรภพ อาทโชคอพ,zillar7745,https://www.tiktok.com/@zillar7745,ขายไม่ออกหรอกรถไฮโดรเจน แพงจัด ศึกษาก่อน,18-11-2022,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/6f739f12a890cfccb76b05db7eb2433b~c5_100x100.jpg?x-expires=1672894800&x-signature=qEUqbIPuWXFOCUBXZ%2Bl0x5ZZ%2FBE%3D,Yes,Roblox playing,0
220,Suksan Somnuek,super_gus9,https://www.tiktok.com/@super_gus9,ใช่ครับที่ลาวนี่ไฟฟ้าโครตเหลือใช้แบบทิ้งๆกว้างๆเลยเพราะมาจากพลังงานธรรมชาติส่วนใหญ่,18-11-2022,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/b1db4d20c9228d5be57811dd65a79578.jpg?x-expires=1672894800&x-signature=o4Ag4wVYXkSrKqloVaUF%2FsOezDk%3D,Yes,Roblox playing,0
221,Recon Force105,reconforce105,https://www.tiktok.com/@reconforce105,รู้ได้ไงไม่พอครับ รถไฟฟ้า effeciency ดีกว่ารถน้ำมันเยอะ,19-11-2022,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/7101649192006713371~c5_100x100.jpg?x-expires=1672894800&x-signature=UR52FA7KvjsGC%2FN%2FsGfwodAgEC0%3D,Yes,Roblox playing,0
222,Roblox playing,gearmaeja,https://www.tiktok.com/@gearmaeja,สรุปคือ เงินใครก็ต้องตัดสินใจกันเอง คุ้มไม่คุ้มก็รับความเสี่ยงกันเอง ใช่มะครับ 😁 ตอนนี้น้ำมันแพงเกินไปจริงๆ เราก็ก้มหน้าก้มตาใช้กันไป 🥺,17-11-2022,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/222e2bddbe9e66870016cdc4416f7778~c5_100x100.jpg?x-expires=1672887600&x-signature=rYPVTrenO5qmZ%2FRbJYb%2FrFqT%2F4I%3D,Yes,Roblox playing,0
223,ศิริ เด๊ะ เสนาธรรม,daefatboy,https://www.tiktok.com/@daefatboy,เย่ามั่วครับ มีคนขับไปเจียงใหม่ ใช้ไฟแค่เจ็ดร้อยกว่าบาท ถ้าเป็นน้ำมันสองพันขึ้นแน่ๆ ถถถ,17-11-2022,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tiktok-obj/1658372461147137.jpg?x-expires=1672887600&x-signature=FynmxwDWThXZxos7GdNVz605heg%3D,Yes,Roblox playing,0
224,Roblox playing,gearmaeja,https://www.tiktok.com/@gearmaeja,สุดท้ายทุกคนก็ต้องเลือกและรับความเสี่ยงกันเองครับ เงินใครก็ตัดสินใจเอง แค่นั้น ไม่มีผิดถูกหรอกครับ,19-11-2022,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/222e2bddbe9e66870016cdc4416f7778~c5_100x100.jpg?x-expires=1672887600&x-signature=rYPVTrenO5qmZ%2FRbJYb%2FrFqT%2F4I%3D,Yes,Roblox playing,0
225,Roblox playing,gearmaeja,https://www.tiktok.com/@gearmaeja,Ora good cat ค่าไฟเทียบกับค่าน้ำมัน ถูกกว่า 10 เท่า อันนี้ประสบการณ์จริง ลองขับดูครับ (ไฟบ้านนะครับ),17-11-2022,0,https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/222e2bddbe9e66870016cdc4416f7778~c5_100x100.jpg?x-expires=1672887600&x-signature=rYPVTrenO5qmZ%2FRbJYb%2FrFqT%2F4I%3D,Yes,Roblox playing,0
